ID_TICKET,TYPE,STATUT_FERMETURE,PRIORITE,HORO_DATE_OUVERTURE,RESOLVED_AT,DUREE_RESO_H
2248,Technical issue,Closed,Critical,2020-10-27,2023-06-01 12:30:34,22740.509444444444
2250,Billing inquiry,Closed,Critical,2021-07-26,2023-06-01 10:12:36,16210.21
2252,Product inquiry,Closed,High,2020-04-24,2023-06-01 15:21:38,27207.360555555555
2253,Cancellation request,Closed,High,2020-09-21,2023-06-01 13:42:39,23605.710833333334
2255,Billing inquiry,Closed,High,2021-04-09,2023-06-01 17:38:43,18809.645277777778
2262,Cancellation request,Closed,Medium,2020-02-16,2023-06-01 12:24:54,28836.415
2263,Refund request,Closed,High,2021-11-12,2023-06-01 14:00:56,13598.015555555556
2267,Product inquiry,Closed,Critical,2021-12-13,2023-06-01 02:18:03,12842.300833333333
2270,Technical issue,Closed,Critical,2020-08-27,2023-06-01 20:18:06,24212.301666666666
2272,Billing inquiry,Closed,Low,2020-05-15,2023-06-01 08:41:09,26696.685833333333
2274,Product inquiry,Closed,Medium,2021-07-25,2023-06-01 07:00:11,16231.003055555555
2277,Technical issue,Closed,Low,2021-11-24,2023-06-01 21:35:16,13317.587777777779
2281,Refund request,Closed,Low,2021-02-21,2023-06-01 01:10:22,19921.172777777778
2286,Refund request,Closed,Critical,2020-02-16,2023-06-01 07:19:28,28831.324444444443
2290,Cancellation request,Closed,Critical,2020-08-08,2023-06-01 13:10:33,24661.175833333335
2295,Cancellation request,Closed,High,2021-02-04,2023-06-01 06:46:39,20334.7775
2307,Refund request,Closed,Critical,2020-02-27,2023-06-01 07:44:57,28567.74916666667
2312,Refund request,Closed,High,2020-07-18,2023-06-01 20:03:05,25172.05138888889
2314,Cancellation request,Closed,High,2021-01-05,2023-05-31 23:52:06,21047.868333333332
2315,Technical issue,Closed,High,2020-01-05,2023-06-01 07:40:08,29839.66888888889
2321,Technical issue,Closed,Medium,2021-07-09,2023-06-01 17:41:16,16625.687777777777
2322,Technical issue,Closed,Medium,2021-10-24,2023-06-01 13:02:18,14053.038333333334
2323,Product inquiry,Closed,High,2021-07-14,2023-06-01 15:05:20,16503.088888888888
2324,Product inquiry,Closed,Low,2020-07-15,2023-06-01 21:42:22,25245.70611111111
2325,Billing inquiry,Closed,Low,2021-04-22,2023-06-01 17:05:23,18497.089722222223
2327,Refund request,Closed,Low,2020-12-05,2023-06-01 02:55:27,21794.924166666668
2329,Billing inquiry,Closed,Critical,2021-06-22,2023-06-01 17:52:29,17033.874722222223
2338,Technical issue,Closed,Critical,2020-07-31,2023-06-01 17:14:41,24857.24472222222
2339,Refund request,Closed,Medium,2021-08-20,2023-06-01 02:59:43,15602.995277777778
2341,Technical issue,Closed,Low,2020-06-30,2023-06-01 21:29:45,25605.495833333334
2342,Technical issue,Closed,Medium,2021-11-04,2023-06-01 03:08:47,13779.146388888888
2345,Cancellation request,Closed,Critical,2021-12-04,2023-06-01 10:33:49,13066.56361111111
2346,Product inquiry,Closed,Critical,2021-09-01,2023-05-31 23:43:50,15311.730555555556
2347,Product inquiry,Closed,Low,2021-01-22,2023-06-01 14:15:50,20654.26388888889
2352,Billing inquiry,Closed,Medium,2021-11-08,2023-06-01 15:02:58,13695.049444444445
2358,Cancellation request,Closed,High,2021-04-19,2023-06-01 01:49:05,18553.818055555555
2359,Technical issue,Closed,Low,2021-01-26,2023-06-01 16:32:06,20560.535
2361,Technical issue,Closed,Medium,2021-08-16,2023-06-01 15:12:10,15711.202777777778
2362,Billing inquiry,Closed,Medium,2021-11-05,2023-06-01 00:15:12,13752.253333333334
2363,Billing inquiry,Closed,Critical,2020-03-18,2023-06-01 14:10:13,28094.17027777778
2365,Refund request,Closed,High,2020-09-13,2023-06-01 14:20:17,23798.338055555556
2368,Refund request,Closed,Critical,2020-07-14,2023-06-01 08:18:20,25256.305555555555
2372,Cancellation request,Closed,Low,2021-09-08,2023-06-01 17:08:26,15161.140555555556
2373,Technical issue,Closed,Medium,2020-01-27,2023-06-01 19:44:28,29323.74111111111
2378,Product inquiry,Closed,Low,2021-03-10,2023-06-01 21:56:34,19533.94277777778
2379,Technical issue,Closed,Medium,2020-06-12,2023-06-01 10:32:35,26026.543055555554
2388,Billing inquiry,Closed,Medium,2020-03-17,2023-06-01 11:17:48,28115.296666666665
2391,Technical issue,Closed,Critical,2020-04-02,2023-06-01 10:58:54,27730.981666666667
2393,Refund request,Closed,Medium,2020-09-22,2023-06-01 02:55:56,23570.93222222222
2395,Refund request,Closed,High,2020-10-27,2023-06-01 13:37:58,22741.632777777777
2398,Refund request,Closed,High,2021-07-04,2023-05-31 22:54:02,16726.900555555556
2402,Billing inquiry,Closed,Medium,2020-02-06,2023-06-01 15:34:07,29079.56861111111
2403,Product inquiry,Closed,Low,2021-01-02,2023-06-01 20:53:09,21140.885833333334
2404,Refund request,Closed,Low,2021-05-09,2023-05-31 22:48:11,18070.803055555556
2410,Cancellation request,Closed,Low,2020-03-03,2023-06-01 19:30:19,28459.50527777778
2411,Technical issue,Closed,Critical,2021-04-25,2023-06-01 16:07:20,18424.12222222222
2412,Technical issue,Closed,Medium,2020-11-30,2023-06-01 15:30:20,21927.505555555555
2413,Technical issue,Closed,High,2021-12-24,2023-06-01 13:41:21,12589.689166666667
2414,Product inquiry,Closed,Critical,2020-11-20,2023-06-01 07:51:23,22159.85638888889
2416,Technical issue,Closed,Low,2020-07-22,2023-06-01 19:36:26,25075.60722222222
2417,Refund request,Closed,Medium,2020-01-06,2023-06-01 09:07:26,29817.123888888887
2421,Refund request,Closed,Low,2021-11-24,2023-06-01 08:08:33,13304.1425
2422,Cancellation request,Closed,Critical,2021-05-02,2023-06-01 06:24:35,18246.409722222223
2426,Product inquiry,Closed,Critical,2021-11-07,2023-06-01 03:30:40,13707.511111111111
2431,Refund request,Closed,High,2020-03-19,2023-06-01 03:31:46,28059.529444444444
2439,Refund request,Closed,High,2021-12-21,2023-06-01 17:24:58,12665.416111111112
2441,Product inquiry,Closed,Low,2021-02-03,2023-06-01 01:40:00,20353.666666666668
2442,Cancellation request,Closed,High,2020-11-23,2023-06-01 10:47:00,22090.783333333333
2450,Cancellation request,Closed,Low,2021-07-25,2023-06-01 10:21:12,16234.353333333333
2452,Refund request,Closed,Low,2021-03-15,2023-06-01 08:54:15,19400.904166666667
2454,Cancellation request,Closed,High,2021-10-24,2023-06-01 02:03:17,14042.054722222223
2456,Refund request,Closed,Low,2020-05-30,2023-06-01 16:29:19,26344.488611111112
2461,Technical issue,Closed,Low,2020-08-08,2023-05-31 23:42:28,24647.707777777778
2465,Product inquiry,Closed,Critical,2020-09-26,2023-06-01 13:49:33,23485.825833333332
2466,Product inquiry,Closed,Critical,2021-07-05,2023-06-01 04:08:35,16708.143055555556
2467,Billing inquiry,Closed,Medium,2020-12-18,2023-06-01 18:26:37,21498.44361111111
2468,Product inquiry,Closed,Critical,2020-11-27,2023-06-01 01:02:38,21985.04388888889
2470,Billing inquiry,Closed,Critical,2020-01-05,2023-06-01 17:10:41,29849.178055555556
2471,Cancellation request,Closed,Low,2021-10-16,2023-06-01 15:43:42,14247.728333333333
2472,Technical issue,Closed,Medium,2020-10-17,2023-06-01 01:25:44,22969.428888888888
2473,Technical issue,Closed,High,2021-10-19,2023-06-01 15:34:46,14175.579444444444
2474,Technical issue,Closed,Medium,2021-11-29,2023-06-01 18:11:47,13194.19638888889
2477,Refund request,Closed,High,2020-04-19,2023-06-01 21:56:52,27333.94777777778
2479,Technical issue,Closed,Medium,2021-05-17,2023-06-01 06:23:56,17886.39888888889
2486,Technical issue,Closed,High,2021-10-20,2023-06-01 07:44:06,14143.735
2488,Product inquiry,Closed,Low,2020-08-02,2023-06-01 02:30:08,24794.50222222222
2489,Cancellation request,Closed,Critical,2020-12-16,2023-06-01 01:18:10,21529.30277777778
2492,Technical issue,Closed,Medium,2020-07-15,2023-06-01 05:50:14,25229.83722222222
2493,Billing inquiry,Closed,Critical,2020-06-27,2023-06-01 17:00:16,25673.004444444443
2507,Refund request,Closed,High,2021-10-28,2023-06-01 20:23:38,13964.39388888889
2517,Technical issue,Closed,Low,2021-12-10,2023-06-01 15:51:50,12927.863888888889
2518,Cancellation request,Closed,Medium,2021-09-04,2023-06-01 05:09:51,15245.164166666667
2523,Technical issue,Closed,Low,2021-12-11,2023-06-01 20:44:56,12908.74888888889
2530,Billing inquiry,Closed,Critical,2020-01-08,2023-06-01 20:25:06,29780.418333333335
2532,Technical issue,Closed,Critical,2021-04-17,2023-06-01 03:27:09,18603.4525
2534,Billing inquiry,Closed,Low,2021-07-20,2023-06-01 17:17:12,16361.286666666667
2536,Cancellation request,Closed,Critical,2020-07-02,2023-06-01 04:57:15,25540.954166666666
2540,Billing inquiry,Closed,Critical,2020-01-13,2023-05-31 22:51:20,29638.855555555554
2541,Technical issue,Closed,Low,2021-01-23,2023-06-01 03:04:22,20619.07277777778
2545,Product inquiry,Closed,Critical,2021-06-28,2023-06-01 06:36:26,16878.60722222222
2548,Product inquiry,Closed,High,2020-05-08,2023-06-01 13:23:31,26869.391944444444
2549,Refund request,Closed,Low,2021-12-06,2023-06-01 10:09:33,13018.159166666666
2555,Billing inquiry,Closed,Critical,2020-07-09,2023-06-01 10:20:43,25378.34527777778
2556,Product inquiry,Closed,High,2021-02-26,2023-06-01 01:22:44,19801.37888888889
2557,Technical issue,Closed,High,2021-11-28,2023-06-01 06:34:46,13206.579444444444
2568,Product inquiry,Closed,High,2021-06-29,2023-06-01 01:46:02,16849.76722222222
2574,Refund request,Closed,Critical,2021-12-05,2023-06-01 10:16:11,13042.269722222221
2576,Cancellation request,Closed,High,2021-11-07,2023-06-01 05:25:13,13709.420277777777
2580,Technical issue,Closed,Medium,2021-07-15,2023-06-01 05:12:18,16469.205
2587,Refund request,Closed,Medium,2020-03-18,2023-06-01 17:34:26,28097.573888888888
2588,Refund request,Closed,Low,2020-09-13,2023-06-01 07:05:28,23791.091111111113
2589,Refund request,Closed,Low,2020-06-13,2023-06-01 06:51:28,25998.85777777778
2590,Product inquiry,Closed,Medium,2020-01-10,2023-06-01 15:31:30,29727.525
2591,Product inquiry,Closed,Low,2020-05-23,2023-06-01 00:52:31,26496.875277777777
2597,Cancellation request,Closed,Low,2020-07-28,2023-06-01 08:57:39,24920.960833333334
2608,Refund request,Closed,Low,2020-03-12,2023-06-01 19:53:53,28243.898055555557
2610,Cancellation request,Closed,Low,2020-08-09,2023-06-01 10:15:57,24634.265833333335
2612,Billing inquiry,Closed,High,2020-04-06,2023-06-01 22:01:00,27646.016666666666
2613,Billing inquiry,Closed,Critical,2020-04-19,2023-06-01 02:47:01,27314.78361111111
2619,Billing inquiry,Closed,Critical,2020-01-19,2023-06-01 04:22:09,29500.369166666667
2622,Product inquiry,Closed,Low,2021-04-28,2023-06-01 09:01:13,18345.020277777778
2629,Refund request,Closed,High,2021-11-16,2023-06-01 01:18:23,13489.306388888888
2630,Billing inquiry,Closed,Critical,2020-12-08,2023-06-01 18:47:25,21738.790277777778
2631,Product inquiry,Closed,High,2021-04-28,2023-06-01 12:10:26,18348.17388888889
2637,Billing inquiry,Closed,Medium,2020-12-20,2023-06-01 12:20:34,21444.342777777776
2638,Refund request,Closed,Low,2021-06-25,2023-06-01 15:54:35,16959.909722222223
2639,Refund request,Closed,Critical,2020-05-16,2023-06-01 17:39:36,26681.66
2644,Billing inquiry,Closed,High,2021-08-03,2023-06-01 04:17:45,16012.295833333334
2645,Product inquiry,Closed,Medium,2021-02-05,2023-06-01 18:45:45,20322.7625
2646,Product inquiry,Closed,Low,2020-12-11,2023-06-01 22:25:46,21670.429444444446
2649,Billing inquiry,Closed,Low,2021-11-04,2023-06-01 21:43:48,13797.73
2650,Product inquiry,Closed,High,2021-01-03,2023-06-01 19:31:50,21115.530555555557
2651,Refund request,Closed,Critical,2021-09-13,2023-06-01 02:10:52,15026.181111111111
2652,Refund request,Closed,Critical,2020-05-10,2023-06-01 18:55:52,26826.931111111113
2657,Refund request,Closed,Medium,2021-11-13,2023-06-01 02:48:56,13562.815555555555
2661,Technical issue,Closed,High,2021-04-21,2023-05-31 22:51:02,18502.850555555557
2662,Cancellation request,Closed,Low,2020-02-06,2023-06-01 12:34:02,29076.567222222224
2671,Cancellation request,Closed,Medium,2021-11-03,2023-06-01 01:39:16,13801.654444444444
2674,Refund request,Closed,Medium,2020-08-13,2023-06-01 01:04:21,24529.0725
2679,Technical issue,Closed,Critical,2021-06-28,2023-06-01 13:59:27,16885.990833333333
2680,Product inquiry,Closed,Low,2020-11-12,2023-06-01 19:18:28,22363.307777777776
2683,Product inquiry,Closed,Medium,2020-10-03,2023-06-01 09:07:31,23313.125277777777
2684,Billing inquiry,Closed,Critical,2021-06-19,2023-06-01 03:19:33,17091.325833333332
2687,Billing inquiry,Closed,High,2021-03-02,2023-06-01 06:43:38,19710.727222222224
2696,Cancellation request,Closed,Medium,2020-04-12,2023-06-01 17:04:52,27497.08111111111
2699,Product inquiry,Closed,Low,2021-02-08,2023-05-31 23:08:56,20231.14888888889
2701,Technical issue,Closed,Critical,2021-07-22,2023-06-01 13:34:58,16309.582777777778
2702,Product inquiry,Closed,Critical,2020-07-20,2023-06-01 05:46:58,25109.78277777778
2703,Product inquiry,Closed,Critical,2020-07-01,2023-06-01 15:28:00,25575.466666666667
2705,Cancellation request,Closed,Low,2020-10-28,2023-06-01 05:36:03,22709.600833333334
2712,Billing inquiry,Closed,Medium,2020-04-16,2023-06-01 15:39:14,27399.65388888889
2716,Technical issue,Closed,Low,2020-08-01,2023-06-01 21:41:19,24837.688611111113
2718,Cancellation request,Closed,Critical,2021-07-23,2023-06-01 08:19:21,16280.3225
2727,Product inquiry,Closed,Medium,2021-12-27,2023-06-01 00:38:34,12504.642777777777
2729,Product inquiry,Closed,High,2020-08-26,2023-06-01 03:10:36,24219.176666666666
2730,Billing inquiry,Closed,Low,2021-01-09,2023-06-01 10:47:38,20962.79388888889
2734,Billing inquiry,Closed,High,2020-05-20,2023-06-01 19:42:43,26587.711944444443
2737,Product inquiry,Closed,Low,2020-01-21,2023-06-01 19:51:46,29467.862777777777
2739,Cancellation request,Closed,Low,2020-07-11,2023-06-01 17:04:48,25337.08
2740,Billing inquiry,Closed,Medium,2020-12-08,2023-06-01 16:13:49,21736.230277777777
2742,Refund request,Closed,Critical,2021-02-26,2023-06-01 08:26:52,19808.44777777778
2752,Product inquiry,Closed,Low,2020-02-21,2023-06-01 20:37:06,28724.618333333332
2753,Product inquiry,Closed,Medium,2020-11-20,2023-06-01 16:06:07,22168.101944444443
2754,Cancellation request,Closed,Low,2020-04-28,2023-06-01 17:52:09,27113.869166666667
2755,Refund request,Closed,Critical,2020-01-27,2023-06-01 18:03:11,29322.053055555556
2756,Billing inquiry,Closed,High,2020-04-15,2023-06-01 01:14:12,27409.236666666668
2760,Product inquiry,Closed,Medium,2020-09-26,2023-06-01 09:02:16,23481.03777777778
2763,Technical issue,Closed,High,2021-02-19,2023-06-01 22:11:19,19990.188611111113
2767,Product inquiry,Closed,High,2020-10-20,2023-06-01 18:06:26,22914.10722222222
2771,Billing inquiry,Closed,Critical,2020-10-09,2023-06-01 14:00:31,23174.008611111112
2773,Technical issue,Closed,Critical,2021-01-25,2023-06-01 14:20:33,20582.3425
2774,Product inquiry,Closed,Low,2021-04-18,2023-06-01 18:02:35,18594.043055555554
2780,Cancellation request,Closed,Medium,2020-06-06,2023-06-01 20:51:44,26180.862222222222
2781,Refund request,Closed,High,2021-03-12,2023-06-01 18:26:46,19482.446111111112
2784,Product inquiry,Closed,High,2021-11-12,2023-06-01 16:34:51,13600.580833333333
2788,Product inquiry,Closed,Critical,2020-03-13,2023-06-01 05:39:56,28205.665555555555
2796,Technical issue,Closed,High,2020-10-24,2023-06-01 10:25:06,22810.418333333335
2801,Billing inquiry,Closed,Low,2021-11-20,2023-06-01 15:07:12,13407.12
2802,Cancellation request,Closed,Critical,2020-01-08,2023-06-01 12:43:14,29772.720555555556
2804,Cancellation request,Closed,Medium,2020-09-01,2023-06-01 10:32:15,24082.5375
2808,Technical issue,Closed,Critical,2021-03-30,2023-06-01 20:07:19,19052.121944444443
2809,Technical issue,Closed,Critical,2021-04-21,2023-06-01 18:41:21,18522.689166666667
2810,Product inquiry,Closed,Low,2021-09-10,2023-06-01 14:32:23,15110.539722222222
2811,Cancellation request,Closed,Critical,2020-09-27,2023-06-01 11:15:24,23459.256666666668
2812,Technical issue,Closed,Critical,2020-11-29,2023-06-01 14:10:25,21950.17361111111
2816,Billing inquiry,Closed,High,2020-07-23,2023-06-01 01:42:31,25033.70861111111
2818,Product inquiry,Closed,Low,2020-09-12,2023-06-01 07:27:33,23815.459166666667
2819,Technical issue,Closed,Medium,2020-04-03,2023-06-01 18:40:35,27714.67638888889
2821,Technical issue,Closed,Critical,2021-10-18,2023-06-01 01:22:37,14185.376944444444
2823,Product inquiry,Closed,Critical,2021-01-09,2023-06-01 06:04:40,20958.077777777777
2829,Technical issue,Closed,Medium,2021-08-28,2023-06-01 09:16:51,15417.280833333334
2833,Technical issue,Closed,Low,2020-05-31,2023-06-01 05:01:54,26309.031666666666
2839,Billing inquiry,Closed,Medium,2020-11-18,2023-06-01 10:29:02,22210.483888888888
2840,Cancellation request,Closed,High,2020-01-09,2023-06-01 05:38:03,29741.634166666667
2842,Cancellation request,Closed,High,2021-12-08,2023-05-31 23:01:06,12959.018333333333
2843,Billing inquiry,Closed,Low,2021-09-13,2023-06-01 16:00:07,15040.001944444444
2846,Technical issue,Closed,High,2020-01-21,2023-06-01 08:19:12,29456.32
2848,Technical issue,Closed,High,2020-06-20,2023-06-01 08:12:15,25832.204166666666
2850,Refund request,Closed,Critical,2020-08-28,2023-06-01 19:23:18,24187.388333333332
2854,Refund request,Closed,Critical,2021-02-19,2023-06-01 03:29:24,19971.49
2855,Billing inquiry,Closed,High,2021-03-03,2023-06-01 03:30:25,19683.506944444445
2857,Technical issue,Closed,High,2021-12-29,2023-06-01 21:11:27,12477.190833333334
2860,Technical issue,Closed,High,2021-06-22,2023-06-01 09:48:31,17025.80861111111
2863,Cancellation request,Closed,Medium,2021-01-26,2023-06-01 01:39:36,20545.66
2872,Product inquiry,Closed,High,2020-12-16,2023-06-01 08:58:44,21536.97888888889
2875,Technical issue,Closed,Medium,2020-04-04,2023-06-01 15:08:49,27687.146944444445
2878,Product inquiry,Closed,Medium,2020-05-09,2023-06-01 14:07:53,26846.131388888887
2881,Billing inquiry,Closed,Low,2020-07-16,2023-06-01 06:32:57,25206.549166666668
2884,Cancellation request,Closed,Low,2021-01-04,2023-06-01 13:06:01,21085.10027777778
2890,Refund request,Closed,Critical,2020-05-05,2023-06-01 15:17:08,26943.285555555554
2893,Product inquiry,Closed,High,2021-06-17,2023-05-31 23:58:12,17135.97
2901,Product inquiry,Closed,Low,2021-10-01,2023-05-31 22:53:25,14590.890277777778
2904,Billing inquiry,Closed,Low,2021-09-23,2023-06-01 17:22:29,14801.374722222223
2905,Refund request,Closed,Low,2020-08-15,2023-06-01 03:48:29,24483.808055555557
2909,Product inquiry,Closed,High,2020-02-06,2023-05-31 23:13:33,29063.225833333334
2911,Technical issue,Closed,Low,2021-08-25,2023-06-01 01:01:36,15481.026666666667
2914,Cancellation request,Closed,High,2021-11-05,2023-06-01 11:42:42,13763.711666666666
2915,Refund request,Closed,Low,2020-08-12,2023-06-01 14:51:43,24566.861944444445
2918,Cancellation request,Closed,High,2020-05-01,2023-06-01 11:35:47,27035.596388888887
2920,Billing inquiry,Closed,High,2020-04-18,2023-06-01 04:48:49,27340.813611111113
2922,Billing inquiry,Closed,Low,2020-12-17,2023-06-01 06:26:52,21510.44777777778
2928,Refund request,Closed,Low,2021-09-20,2023-06-01 01:50:00,14857.833333333334
2929,Refund request,Closed,Low,2021-06-14,2023-06-01 21:03:02,17229.050555555557
2930,Cancellation request,Closed,High,2021-03-15,2023-06-01 17:26:04,19409.434444444443
2934,Refund request,Closed,High,2021-10-03,2023-06-01 06:19:09,14550.319166666666
2935,Cancellation request,Closed,High,2020-10-28,2023-06-01 16:04:10,22720.069444444445
2938,Technical issue,Closed,Critical,2020-09-18,2023-06-01 22:05:15,23686.0875
2939,Billing inquiry,Closed,Critical,2021-09-30,2023-06-01 10:09:16,14626.154444444444
2947,Technical issue,Closed,Medium,2020-09-06,2023-06-01 13:33:28,23965.557777777776
2955,Technical issue,Closed,Low,2021-08-03,2023-06-01 22:50:40,16030.844444444445
2956,Product inquiry,Closed,High,2020-04-25,2023-06-01 10:04:43,27178.078611111112
2967,Cancellation request,Closed,Critical,2020-10-21,2023-06-01 21:09:54,22893.165
2968,Technical issue,Closed,Critical,2020-10-01,2023-06-01 14:14:55,23366.24861111111
2969,Product inquiry,Closed,High,2020-10-31,2023-06-01 19:28:57,22651.4825
2970,Product inquiry,Closed,Low,2020-09-05,2023-06-01 16:22:59,23992.383055555554
2975,Product inquiry,Closed,High,2020-02-13,2023-06-01 08:27:05,28904.45138888889
2976,Refund request,Closed,Low,2021-06-10,2023-06-01 07:26:05,17311.43472222222
2985,Billing inquiry,Closed,Critical,2021-03-22,2023-06-01 16:26:17,19240.438055555554
2988,Billing inquiry,Closed,Critical,2020-05-21,2023-06-01 04:42:19,26548.70527777778
2989,Product inquiry,Closed,Critical,2020-10-26,2023-06-01 20:33:21,22772.555833333332
2993,Refund request,Closed,Medium,2021-11-27,2023-06-01 04:14:27,13228.240833333333
2996,Technical issue,Closed,High,2020-04-02,2023-06-01 08:38:32,27728.64222222222
3000,Refund request,Closed,Medium,2020-03-07,2023-06-01 22:47:39,28366.794166666667
3001,Technical issue,Closed,Low,2020-04-28,2023-06-01 06:53:40,27102.894444444446
3002,Product inquiry,Closed,Medium,2020-07-26,2023-06-01 16:23:41,24976.394722222223
3006,Cancellation request,Closed,Critical,2021-03-20,2023-06-01 05:15:45,19277.2625
3008,Product inquiry,Closed,Medium,2020-12-03,2023-06-01 19:50:49,21859.846944444445
3009,Refund request,Closed,Low,2021-06-23,2023-06-01 21:41:50,17013.69722222222
3012,Refund request,Closed,Medium,2020-04-17,2023-06-01 19:48:56,27379.815555555557
3013,Product inquiry,Closed,High,2020-02-13,2023-06-01 03:59:58,28899.999444444446
3014,Technical issue,Closed,Critical,2021-03-07,2023-06-01 09:08:59,19593.14972222222
3015,Refund request,Closed,High,2020-04-07,2023-05-31 23:48:01,27599.800277777777
3020,Cancellation request,Closed,High,2020-01-07,2023-06-01 13:00:06,29797.001666666667
3022,Cancellation request,Closed,High,2021-08-21,2023-06-01 14:45:10,15590.752777777778
3023,Cancellation request,Closed,Critical,2020-03-07,2023-06-01 05:44:12,28349.736666666668
3030,Product inquiry,Closed,Critical,2021-10-02,2023-06-01 07:25:23,14575.423055555555
3031,Refund request,Closed,High,2020-11-17,2023-06-01 19:45:23,22243.756388888887
3032,Technical issue,Closed,Critical,2020-08-24,2023-06-01 06:46:25,24270.77361111111
3034,Refund request,Closed,High,2020-01-16,2023-06-01 20:12:28,29588.207777777778
3035,Refund request,Closed,Critical,2021-06-15,2023-06-01 09:18:29,17193.308055555557
3037,Cancellation request,Closed,Low,2020-06-19,2023-06-01 17:07:32,25865.125555555554
3041,Refund request,Closed,High,2020-11-13,2023-06-01 10:57:38,22330.960555555557
3042,Billing inquiry,Closed,Critical,2020-05-07,2023-06-01 12:15:39,26892.260833333334
3045,Product inquiry,Closed,Low,2021-04-18,2023-06-01 06:44:43,18582.745277777776
3046,Product inquiry,Closed,Medium,2020-02-11,2023-06-01 16:50:45,28960.845833333333
3049,Refund request,Closed,Critical,2020-04-12,2023-06-01 02:20:50,27482.347222222223
3051,Technical issue,Closed,Medium,2020-04-07,2023-06-01 03:44:53,27603.748055555556
3053,Cancellation request,Closed,Medium,2020-01-07,2023-06-01 16:44:56,29800.748888888887
3055,Billing inquiry,Closed,High,2021-03-10,2023-06-01 05:12:59,19517.21638888889
3060,Product inquiry,Closed,Critical,2021-08-07,2023-06-01 22:04:06,15934.068333333333
3063,Refund request,Closed,Low,2020-03-04,2023-06-01 10:34:08,28426.568888888887
3064,Cancellation request,Closed,Medium,2020-12-01,2023-06-01 18:33:10,21906.55277777778
3066,Technical issue,Closed,Critical,2021-04-04,2023-06-01 07:21:13,18919.35361111111
3067,Refund request,Closed,Low,2020-04-23,2023-06-01 11:04:15,27227.070833333335
3070,Product inquiry,Closed,Critical,2020-11-20,2023-06-01 00:04:18,22152.071666666667
3071,Billing inquiry,Closed,Critical,2020-09-12,2023-06-01 19:30:20,23827.505555555555
3075,Cancellation request,Closed,Medium,2021-08-25,2023-06-01 03:37:25,15483.62361111111
3076,Product inquiry,Closed,Critical,2021-01-12,2023-06-01 14:57:26,20894.957222222223
3079,Technical issue,Closed,Low,2021-08-12,2023-06-01 13:01:31,15805.025277777779
3081,Refund request,Closed,High,2020-06-21,2023-06-01 09:24:35,25809.409722222223
3091,Cancellation request,Closed,High,2020-03-10,2023-06-01 12:27:47,28284.463055555556
3094,Technical issue,Closed,Critical,2021-05-14,2023-06-01 17:52:52,17969.88111111111
3098,Technical issue,Closed,Medium,2020-11-27,2023-06-01 14:04:58,21998.082777777778
3100,Refund request,Closed,Medium,2020-04-09,2023-05-31 23:35:01,27551.58361111111
3102,Refund request,Closed,Medium,2020-12-11,2023-06-01 07:42:05,21655.70138888889
3106,Product inquiry,Closed,Low,2020-06-21,2023-06-01 22:50:10,25822.83611111111
3114,Refund request,Closed,Critical,2021-07-31,2023-06-01 04:33:24,16084.556666666667
3116,Product inquiry,Closed,Low,2021-10-16,2023-06-01 09:25:26,14241.423888888889
3117,Cancellation request,Closed,Medium,2021-03-30,2023-06-01 16:49:28,19048.824444444443
3122,Technical issue,Closed,Low,2021-04-17,2023-06-01 09:31:34,18609.52611111111
3123,Billing inquiry,Closed,High,2020-07-10,2023-06-01 10:15:35,25354.25972222222
3124,Technical issue,Closed,High,2021-03-08,2023-06-01 07:43:37,19567.726944444443
3131,Product inquiry,Closed,Critical,2020-02-06,2023-06-01 09:54:46,29073.91277777778
3132,Billing inquiry,Closed,High,2021-07-29,2023-06-01 15:13:48,16143.23
3133,Refund request,Closed,Medium,2020-03-11,2023-06-01 22:38:49,28270.646944444445
3137,Billing inquiry,Closed,Critical,2021-07-04,2023-06-01 11:39:55,16739.665277777778
3138,Product inquiry,Closed,Medium,2021-03-09,2023-06-01 03:59:56,19539.998888888887
3141,Product inquiry,Closed,Medium,2020-03-02,2023-06-01 07:50:00,28471.833333333332
3143,Technical issue,Closed,Critical,2021-08-30,2023-06-01 08:26:03,15368.434166666666
3145,Billing inquiry,Closed,High,2020-01-20,2023-06-01 15:50:06,29487.835
3147,Refund request,Closed,High,2021-09-08,2023-06-01 03:10:09,15147.169166666667
3152,Refund request,Closed,High,2021-05-18,2023-06-01 00:28:18,17856.471666666668
3155,Billing inquiry,Closed,Critical,2020-12-07,2023-06-01 16:23:21,21760.389166666668
3157,Product inquiry,Closed,High,2020-03-07,2023-06-01 11:29:25,28355.49027777778
3158,Refund request,Closed,High,2021-06-07,2023-06-01 19:50:26,17395.840555555555
3171,Technical issue,Closed,Low,2021-02-16,2023-06-01 10:37:45,20050.629166666666
3173,Technical issue,Closed,Medium,2021-07-23,2023-06-01 16:03:47,16288.063055555556
3179,Technical issue,Closed,Low,2020-02-22,2023-06-01 15:29:56,28695.498888888887
3180,Billing inquiry,Closed,Critical,2020-06-21,2023-06-01 19:04:56,25819.082222222223
3182,Technical issue,Closed,Low,2020-11-19,2023-06-01 11:45:58,22187.766111111112
3183,Technical issue,Closed,High,2020-03-30,2023-06-01 00:23:59,27792.39972222222
3186,Cancellation request,Closed,High,2021-10-28,2023-06-01 16:27:01,13960.450277777778
3188,Technical issue,Closed,Critical,2021-08-02,2023-06-01 18:58:05,16050.968055555555
